,contractor_id,plan_name,primary_trade,ladder_use,scaffolds,confined_space,aerial_lift,cpr_training,excavation,fall_protection,investigation_prgm,fatality_2017,fatality_2018,restricted_day_17,restricted_day_18,lost_days_17,lost_days_18,recordable_17,recordable_18,work_hours_17,work_hours_18,emr_17,emr_18,flame_spark_activity,hoisting_rigging_eq,live_electrical_component,electrical_component,safety_health_program,safety_manager,emp_involvement_plan,emp_performance_evalution,osha_citation,fatality_2019,restricted_day_19,lost_days_19,recordable_19,dart_17,dart_18,dart_19,days_away_cases_17,days_away_cases_18,days_away_cases_19
0,1,1,138,3,3,3,3,3,3,2,2,0,0,0,0,0,7,2,2,260190,432080,0,0,3,3,3,3,2,2,2,2,1,0,67,244,3,0,1,3,0,0,0
1,2,1,219,3,3,3,3,3,3,2,2,0,0,13,13,5,0,3,4,143459,134127,0,0,3,3,3,3,2,2,2,2,1,0,17,14,7,1,0,5,0,0,0
2,3,0,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,6603,6709,1,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
3,4,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,80307,93090,1,0,3,3,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4,5,1,138,3,3,1,3,3,3,2,2,0,0,2,2,1,8,4,4,213381,235268,0,0,3,3,3,3,2,2,2,2,1,0,9,0,1,3,3,1,0,0,0
5,6,1,73,3,3,3,3,3,3,2,2,0,0,75,75,189,100,8,15,1234238,1828533,1,1,3,3,3,3,2,2,2,2,1,0,0,329,15,4,2,3,0,0,0
6,7,1,227,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,51445,50084,0,0,1,1,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
7,8,1,66,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,2,54041,67663,1,1,1,1,1,3,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0
8,9,1,76,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,72935,83596,1,0,1,3,3,3,2,1,2,2,1,0,0,1,1,0,0,1,0,0,0
9,10,1,69,3,1,3,3,3,1,2,2,0,0,0,0,0,0,0,0,125725,101746,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
10,11,0,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
11,12,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
12,13,1,227,3,3,3,3,1,1,2,2,0,0,0,0,0,23,0,1,48,40002,0,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0
13,14,1,94,3,3,3,3,3,3,2,2,0,0,0,0,116,22,3,4,170125,150718,0,0,3,3,1,3,2,2,1,1,1,0,0,42,2,2,1,2,0,0,0
14,15,1,227,3,3,3,3,1,3,2,2,0,0,0,0,181,2,7,2,255310,285209,0,0,1,3,3,3,2,1,2,2,1,0,0,69,8,1,2,2,0,0,0
15,16,1,164,3,3,3,3,3,1,2,2,0,0,8,8,8,109,4,5,454746,617468,0,0,3,3,3,3,2,2,2,2,1,0,17,40,3,4,5,3,0,0,0
16,17,1,143,3,3,3,3,3,3,2,2,0,0,0,0,1,0,3,4,91550,99489,0,0,3,3,3,3,2,1,2,2,2,0,17,10,6,0,0,2,0,0,0
17,18,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
18,19,1,96,3,3,3,3,3,1,2,2,0,0,0,0,183,0,7,1,77405,86189,0,1,1,3,1,3,2,2,2,2,2,0,0,0,1,2,0,0,0,0,0
19,20,1,302,3,1,3,1,3,3,2,2,0,0,0,0,65,50,6,2,151585,170327,0,1,3,3,1,1,2,2,2,1,1,0,0,0,0,2,2,0,0,0,0
20,21,1,227,3,3,3,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
21,22,1,227,3,3,3,1,1,1,2,2,0,0,0,0,123,0,1,0,158377,138965,0,0,3,3,3,3,2,2,2,2,1,0,0,152,1,1,0,1,0,0,0
22,23,1,227,3,3,3,3,3,3,2,2,0,0,0,0,180,0,2,0,81396,70019,0,0,3,3,3,3,2,1,2,2,1,0,0,0,1,1,0,0,0,0,0
23,24,1,227,3,3,3,1,3,3,2,2,0,0,218,218,197,160,13,12,1796894,1824125,0,0,3,2,1,3,2,2,2,2,1,0,436,554,14,8,8,11,0,0,0
24,25,1,227,3,3,1,3,1,1,2,2,0,0,0,0,48,0,6,0,126052,145893,0,0,3,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0
25,26,1,227,3,3,3,3,3,3,2,2,0,0,71,71,14,717,6,12,1732979,1981696,0,0,3,3,3,3,2,2,2,2,1,0,110,363,23,3,7,17,0,0,0
26,27,1,227,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
27,28,2,227,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
28,29,1,41,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,26295,26585,0,0,3,3,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
29,30,1,227,3,3,3,3,3,3,2,2,0,0,190,190,57,248,12,14,537258,631313,0,0,3,3,3,3,2,2,2,2,1,0,172,0,8,4,9,6,0,0,0
30,31,1,17,3,3,3,3,3,3,2,2,0,0,0,0,20,180,2,1,158810,148524,0,0,3,3,3,3,2,1,2,2,1,0,0,20,2,2,1,1,0,0,0
31,32,1,227,3,3,3,3,3,3,2,2,0,0,1,1,381,7,12,8,2110237,2228544,0,0,3,3,3,3,2,2,2,2,2,0,0,122,6,6,1,1,0,0,0
32,33,1,238,3,3,3,3,3,1,2,2,0,0,0,0,53,0,2,2,109156,129359,0,0,3,3,1,3,2,1,2,2,2,0,0,0,0,2,1,0,0,0,0
33,34,1,73,3,3,3,3,3,1,2,2,0,0,0,0,529,183,8,9,438253,514789,1,1,3,1,1,3,2,2,2,2,1,0,0,253,10,4,4,3,0,0,0
34,35,1,164,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,89274,93080,0,0,1,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
35,36,1,227,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
36,37,2,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,7324,7809,0,0,3,1,1,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
37,38,1,336,3,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
38,39,1,94,2,2,2,2,3,2,2,2,0,0,0,0,5,0,3,1,108356,109497,1,1,3,3,1,2,2,2,2,2,1,0,0,112,6,2,0,4,0,0,0
39,40,1,164,3,3,3,3,3,3,2,2,0,0,2,2,243,231,10,16,1392390,1600678,0,0,3,3,3,3,2,2,2,2,2,0,28,0,6,5,4,1,0,0,0
40,41,1,316,3,3,1,3,3,1,2,2,0,0,4,4,739,617,23,25,632160,717805,0,0,3,3,1,3,2,2,2,2,2,0,3,478,24,16,12,11,0,0,0
41,42,1,238,3,3,3,3,3,3,2,2,0,0,0,0,43,22,1,3,348337,467944,0,0,1,3,3,3,2,1,2,2,1,0,0,182,2,0,3,2,0,0,0
42,43,2,227,3,3,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
43,44,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,107,0,6,347729,519495,0,0,3,3,1,2,2,2,2,2,1,0,0,0,4,0,5,0,0,0,0
44,45,1,79,3,3,3,3,3,3,2,2,0,0,213,213,165,546,18,12,441957,463408,1,0,3,3,1,3,2,2,2,2,2,0,36,753,11,16,11,11,0,0,0
45,46,1,227,3,3,3,3,3,3,2,2,0,0,0,0,385,148,14,10,702163,479521,0,0,3,3,2,3,2,2,2,2,1,0,0,0,0,5,3,0,0,0,0
46,47,1,227,3,3,3,3,1,2,2,2,0,0,74,74,72,203,9,21,240064,301550,0,0,3,3,3,3,2,2,2,1,1,0,0,155,5,5,10,3,0,0,0
47,48,1,316,3,3,2,3,3,1,2,2,0,0,95,95,9,193,5,4,396256,447387,0,0,3,3,1,3,2,2,2,2,2,0,23,357,5,4,4,5,0,0,0
48,49,1,227,3,3,3,3,3,3,2,2,0,0,308,308,423,625,52,25,1061351,2213182,0,0,3,3,3,3,2,2,2,2,1,0,636,780,35,52,25,32,0,0,0
49,50,1,68,3,3,1,3,3,1,2,2,0,0,74,74,24,0,7,3,163858,158150,0,0,1,3,1,3,2,1,2,2,1,0,0,3,1,3,1,1,0,0,0
50,51,1,17,3,3,3,3,3,3,2,2,0,0,0,0,2,180,3,1,256839,142776,0,0,3,3,3,3,2,2,2,2,1,0,52,325,5,2,1,5,0,0,0
51,52,1,227,3,3,3,3,1,1,2,2,0,0,0,0,254,292,4,5,257424,257808,0,0,3,1,3,3,2,2,2,2,1,0,0,304,11,3,2,7,0,0,0
52,53,1,227,3,1,1,3,3,1,2,2,0,0,0,0,0,0,2,3,1181842,1165155,0,0,1,1,1,1,2,2,2,2,1,0,0,0,1,0,1,0,0,0,0
53,54,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,3,551132,569569,0,0,3,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
54,55,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,5,5,434257,445842,0,0,3,3,3,1,2,2,2,2,1,0,20,2,7,0,2,3,0,0,0
55,56,1,227,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
56,57,1,249,3,3,1,3,3,3,2,1,0,0,1,1,347,183,5,2,131719,122239,0,1,3,1,1,1,2,1,1,1,2,0,0,1,1,5,2,1,0,0,0
57,58,1,227,3,3,3,3,3,3,2,2,0,0,0,0,218,5,2,2,92721,103155,0,1,3,1,3,3,2,1,2,1,1,0,0,20,2,2,2,2,0,0,0
58,59,1,12,3,3,1,3,1,1,2,2,0,0,0,0,0,0,1,1,332708,260000,0,0,3,1,1,3,2,1,1,2,1,0,0,6,5,0,0,1,0,0,0
59,60,1,227,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,35266,47486,0,1,1,1,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
60,61,1,74,3,3,3,3,3,3,2,2,0,0,223,223,391,235,7,10,775738,926963,0,0,3,3,2,3,2,2,2,2,1,0,135,437,12,7,7,8,0,0,0
61,62,1,227,3,3,3,3,1,2,2,2,0,0,0,0,6,505,11,11,389416,499733,0,0,1,2,3,3,2,1,2,2,1,0,35,39,19,4,8,8,0,0,0
62,63,1,154,1,1,1,1,1,1,2,2,0,0,0,0,0,149,0,5,101200,110784,0,0,1,1,1,1,2,1,2,2,1,0,0,142,3,0,3,1,0,0,0
63,64,1,69,3,3,3,3,3,3,2,2,0,0,81,81,0,0,3,1,462683,443900,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,3,1,0,0,0,0
64,65,1,85,3,3,1,3,3,1,2,2,0,0,0,0,0,10,3,2,76122,108526,0,0,1,3,1,3,2,2,2,2,1,0,0,66,4,0,1,2,0,0,0
65,66,1,227,3,3,1,1,3,1,2,1,0,0,0,0,0,0,0,0,5630,5630,0,0,1,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
66,67,1,316,3,3,1,3,3,1,2,2,0,0,0,0,2,0,2,0,56947,50281,0,0,3,3,1,3,2,2,2,2,1,0,0,151,2,2,0,2,0,0,0
67,68,1,227,3,3,2,3,1,3,2,1,0,0,0,0,0,0,0,0,32530,32883,0,0,1,1,1,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
68,69,1,164,3,3,3,3,3,3,2,2,0,0,1031,1031,929,825,81,106,16002033,16954523,0,0,3,1,3,3,2,2,2,2,1,0,1069,1195,75,56,70,54,0,0,0
69,70,1,164,3,3,3,3,3,3,2,2,0,1,6,6,10,215,7,6,5211810,5414400,0,0,3,3,3,3,2,2,2,2,2,0,254,30,7,2,4,5,0,0,0
70,71,2,17,3,1,1,3,1,2,2,2,0,0,0,0,0,0,0,0,4904,4340,0,0,3,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
71,72,1,95,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,1,289111,302989,0,1,1,1,1,3,2,2,2,2,2,0,0,259,4,0,0,0,0,0,0
72,73,0,227,3,3,3,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
73,74,1,227,3,3,3,3,3,3,2,2,0,0,7,7,124,37,4,9,708826,477967,0,0,3,3,3,3,2,2,2,2,1,0,199,0,5,2,4,3,0,0,0
74,75,1,227,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0,0,39800,37746,0,0,3,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
75,76,1,73,3,3,3,3,3,3,2,2,0,0,0,0,103,199,2,1,214688,229971,0,0,3,1,1,3,2,2,2,2,1,0,0,127,2,2,1,2,0,0,0
76,77,1,227,3,3,3,3,3,3,2,2,0,0,28,28,0,4,10,13,825906,754454,0,0,3,3,1,3,2,2,2,1,1,0,0,103,14,2,4,4,0,0,0
77,78,1,227,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
78,79,1,81,2,2,2,2,1,3,2,2,0,0,0,0,0,20,0,1,50700,32825,0,0,2,3,2,3,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0
79,80,1,227,3,1,1,1,3,1,2,2,0,0,0,0,0,3,1,3,72473,76691,1,1,3,1,1,3,2,1,2,2,1,0,0,0,0,0,2,0,0,0,0
80,81,1,227,3,3,3,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
81,82,0,227,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
82,83,1,247,1,1,1,1,1,3,2,2,0,0,0,0,0,0,0,0,24149,20740,0,0,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
83,84,0,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
84,85,1,221,3,3,3,3,3,3,2,2,0,0,0,0,2,100,8,7,203904,188245,0,0,3,3,1,3,2,2,2,2,1,0,0,31,7,2,2,3,0,0,0
85,86,1,227,3,3,3,3,3,1,2,2,0,0,1,1,307,88,7,4,157618,165013,0,0,1,3,1,1,2,2,2,2,1,0,0,0,2,3,3,0,0,0,0
86,87,0,227,3,3,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
87,88,1,76,3,3,3,3,3,3,2,2,0,0,0,0,128,40,2,3,428286,575400,1,0,1,3,3,3,2,2,2,2,1,0,0,101,3,2,1,3,0,0,0
88,89,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
89,90,1,70,3,3,3,2,1,1,2,2,0,0,0,0,0,1,0,1,35443,32898,0,0,2,3,3,3,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0
90,91,1,238,3,3,1,3,3,1,2,2,0,0,0,0,0,0,1,1,43707,48340,1,0,1,1,1,3,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0
91,92,1,85,3,3,3,3,3,3,2,2,0,0,0,0,187,73,3,3,103014,141586,0,0,3,3,3,3,2,1,2,2,1,0,0,97,4,3,3,4,0,0,0
92,93,1,138,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,2,146708,114932,0,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
93,94,1,227,3,3,3,1,3,3,2,2,0,0,0,0,10,226,1,5,33026,34305,0,0,3,2,2,3,2,1,2,1,1,0,0,364,3,1,3,2,0,0,0
94,95,1,227,3,3,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
95,96,1,76,3,3,3,3,3,3,2,2,0,0,0,0,209,98,15,13,531658,628839,0,0,1,3,3,3,2,2,2,2,1,0,0,67,9,5,4,4,0,0,0
96,97,1,210,3,3,3,3,3,3,2,2,0,0,1,1,2,408,3,4,151784,177155,0,0,3,3,3,3,2,2,2,2,2,0,0,127,1,3,4,1,0,0,0
97,98,1,171,3,3,3,3,3,3,2,2,0,0,14,14,0,182,2,6,255900,224200,1,1,3,3,3,3,2,2,2,2,1,0,110,5,1,1,5,1,0,0,0
98,99,1,227,1,1,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
99,100,1,227,3,3,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
100,101,1,76,3,3,3,3,3,3,2,2,0,0,0,0,233,0,4,0,148384,123791,1,1,1,3,3,3,2,2,2,2,1,0,0,9,1,4,0,1,0,0,0
101,102,1,227,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
102,103,1,98,3,3,3,3,3,1,2,2,0,0,6,6,141,206,17,12,307597,363153,0,0,3,3,1,3,2,2,2,1,1,0,27,5,3,7,5,1,0,0,0
103,104,1,210,3,3,3,3,3,1,2,2,0,0,102,102,675,38,4,2,248088,279899,0,0,3,3,1,3,2,2,2,2,2,0,70,29,3,4,2,3,0,0,0
104,105,1,227,3,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,11977,11677,0,0,2,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
105,106,1,193,3,3,1,3,1,1,2,2,0,0,0,0,0,0,0,0,72362,78254,0,0,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
106,107,1,74,3,3,2,3,1,1,2,2,0,0,0,0,0,0,0,0,45606,54688,0,0,3,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
107,108,1,98,3,3,1,3,3,1,2,2,0,0,170,170,650,638,11,27,963326,1205997,0,0,1,1,1,3,2,2,2,2,1,0,478,497,22,9,22,17,0,0,0
108,109,1,139,3,1,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
109,110,1,7,3,1,1,1,3,1,1,2,0,0,0,0,24,2,2,2,103956,105128,0,0,1,1,1,3,2,1,2,2,1,0,0,0,0,2,1,0,0,0,0
110,111,1,227,3,3,3,3,1,1,2,2,0,0,0,0,0,0,0,0,60357,77173,0,0,1,1,3,3,2,1,2,2,1,0,0,2,1,0,0,1,0,0,0
111,112,2,85,3,3,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
112,113,1,74,3,3,3,3,3,1,2,2,0,0,0,0,0,12,0,2,42974,46686,0,0,3,3,3,3,2,1,2,1,1,0,0,0,5,0,1,0,0,0,0
113,114,1,69,3,3,3,3,1,3,2,2,0,1,497,497,64,581,39,42,3091487,3188925,0,0,3,3,3,3,2,2,2,2,2,0,1026,473,57,17,16,37,0,0,0
114,115,1,227,3,3,3,3,3,1,2,2,0,0,170,170,529,604,13,13,728467,665312,0,0,3,3,1,1,2,2,2,2,1,0,1,4,12,12,11,5,0,0,0
115,116,1,24,3,3,3,3,3,2,2,2,0,0,0,0,365,0,1,0,80925,111525,0,1,3,3,2,3,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0
116,117,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
117,118,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,156555,169916,1,0,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
118,119,1,227,3,3,1,1,1,3,2,2,0,0,0,0,9,5,7,10,155153,257495,0,0,2,3,3,3,2,2,2,2,1,0,0,33,6,4,3,2,0,0,0
119,120,1,76,3,3,3,3,3,1,2,2,0,0,0,0,160,180,3,11,786377,958540,0,0,1,1,3,3,2,1,2,2,1,0,0,190,8,3,3,3,0,0,0
120,121,1,227,3,1,1,3,1,1,2,2,0,0,0,0,0,180,0,1,24707,30102,0,0,3,1,1,3,1,1,1,1,1,0,0,57,1,0,1,1,0,0,0
121,122,1,227,3,3,3,3,1,3,2,2,0,0,0,0,129,154,2,2,181241,177147,0,0,3,3,1,3,2,2,2,2,1,0,0,14,1,2,2,1,0,0,0
122,123,1,143,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,21002,25285,0,0,1,1,1,1,2,2,2,2,1,0,0,1,1,0,0,1,0,0,0
123,124,1,227,3,3,3,3,3,3,2,2,0,0,0,0,136,0,5,9,1505734,1692706,0,0,3,3,3,3,2,2,2,2,1,0,65,56,5,2,5,2,0,0,0
124,125,1,227,3,1,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
125,126,1,67,3,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
126,127,2,227,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
127,128,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
128,129,1,69,3,3,3,3,3,3,2,2,0,0,0,0,89,21,5,1,503878,461042,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
129,130,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
130,131,1,74,3,3,3,3,3,3,2,2,0,0,0,0,74,153,2,3,234703,233707,0,0,3,3,1,3,2,2,2,2,1,0,0,180,1,2,2,1,0,0,0
131,132,1,227,3,3,3,2,1,1,2,1,0,0,0,0,0,0,0,0,16870,19460,0,0,1,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
132,133,1,227,3,3,3,3,3,3,2,2,0,0,214,214,34,638,8,7,654068,841186,0,0,3,3,3,3,2,2,2,2,1,0,26,180,6,3,6,3,0,0,0
133,134,1,76,3,3,3,3,1,3,2,2,0,0,0,0,31,111,2,8,267254,319749,0,0,1,3,3,3,2,1,2,2,1,0,0,104,2,1,5,1,0,0,0
134,135,1,227,1,1,2,1,3,1,2,2,0,0,0,0,0,0,0,0,27560,29316,0,0,2,1,3,3,2,2,2,2,1,0,0,0,2,0,0,0,0,0,0
135,136,2,227,3,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
136,137,1,164,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,1,19981,50610,0,0,2,3,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
137,138,1,227,3,3,3,3,3,3,2,2,0,0,53,53,0,0,2,2,279189,375525,0,0,3,3,3,3,2,2,2,2,2,1,0,543,12,1,0,6,0,0,0
138,139,2,179,3,1,1,1,3,1,2,1,0,0,0,0,0,0,0,0,20000,20000,0,0,1,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
139,140,1,210,3,3,3,3,3,3,2,2,0,0,1,1,0,138,6,3,111736,133933,0,0,1,3,1,1,2,2,2,2,1,0,0,180,6,1,3,3,0,0,0
140,141,1,74,3,2,2,3,3,2,2,2,0,0,0,0,85,122,1,1,138742,170642,0,0,3,2,3,3,2,1,1,1,1,0,0,145,1,1,1,1,0,0,0
141,142,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,111056,102150,1,0,3,3,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
142,143,1,227,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
143,144,1,146,3,3,1,3,1,1,2,2,0,0,0,0,1,0,1,0,62431,62431,1,1,1,1,1,3,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0
144,145,1,98,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,26637,22361,0,0,1,1,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
145,146,1,227,3,3,3,3,3,1,2,2,0,0,0,0,3,11,7,7,268650,254559,0,0,3,3,1,3,2,2,2,1,1,0,135,0,6,1,4,2,0,0,0
146,147,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,92,0,3,103900,178733,0,0,3,3,3,3,2,2,2,2,1,0,183,0,3,0,2,2,0,0,0
147,148,1,174,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,13780,14287,0,0,3,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
148,149,1,227,3,3,2,3,1,1,2,2,0,0,0,0,0,0,0,0,36101,46483,0,0,3,3,2,1,2,2,2,2,1,0,0,2,1,0,0,1,0,0,0
149,150,1,227,3,3,3,3,1,3,2,2,0,0,30,30,0,0,1,0,43880,54216,0,0,3,2,2,3,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0
150,151,1,227,1,1,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
151,152,1,227,3,3,1,3,1,1,2,2,0,0,0,0,0,0,1,2,41502,36116,0,1,3,3,1,3,2,1,2,2,1,0,0,0,1,0,1,0,0,0,0
152,153,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,180,3,1,488299,360123,0,0,3,3,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0
153,154,1,227,3,3,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
154,155,1,97,3,3,1,3,3,1,2,2,0,0,0,0,55,80,4,2,207720,301016,0,0,3,3,1,3,2,2,2,2,1,0,168,280,6,4,2,6,0,0,0
155,156,1,241,3,3,1,3,3,1,2,2,0,0,0,0,0,49,2,1,54556,52841,0,0,1,3,1,1,1,1,2,2,1,0,0,0,2,0,1,0,0,0,0
