,contractor_id,plan_name,primary_trade,ladder_use,scaffolds,confined_space,aerial_lift,cpr_training,excavation,fall_protection,investigation_prgm,fatality_2017,fatality_2018,restricted_day_17,restricted_day_18,lost_days_17,lost_days_18,recordable_17,recordable_18,work_hours_17,work_hours_18,emr_17,emr_18,flame_spark_activity,hoisting_rigging_eq,live_electrical_component,electrical_component,safety_health_program,safety_manager,emp_involvement_plan,emp_performance_evalution,osha_citation,fatality_2019,restricted_day_19,lost_days_19,recordable_19,dart_17,dart_18,dart_19,days_away_cases_17,days_away_cases_18,days_away_cases_19
4572,4573,1,227,3,3,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
4573,4574,0,227,3,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4574,4575,1,79,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,107966,70799,1,0,1,1,1,3,2,2,2,2,1,0,80,135,4,0,0,4,0,0,0
4575,4576,1,227,3,2,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4576,4577,1,227,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4577,4578,1,269,3,3,3,3,3,1,2,2,0,0,0,0,0,0,4,4,1472990,1687859,0,0,3,1,1,3,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0
4578,4579,0,227,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4579,4580,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
4580,4581,1,69,3,1,3,1,1,3,2,2,0,0,0,0,0,0,0,0,25603,22247,0,0,3,1,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4581,4582,1,227,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,10722,13766,1,1,1,1,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4582,4583,2,207,3,1,1,3,1,1,2,2,0,0,0,0,0,0,0,0,6180,17894,1,1,1,1,1,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
4583,4584,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4584,4585,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4585,4586,1,227,3,2,3,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
4586,4587,1,227,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,44376,48383,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4587,4588,2,227,3,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4588,4589,1,227,3,3,3,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
4589,4590,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590,4591,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4591,4592,1,227,3,1,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4592,4593,1,79,3,3,1,3,3,1,2,2,0,0,0,0,33,0,1,0,192147,0,0,0,1,3,1,3,2,1,2,2,1,0,10,437,3,1,0,3,0,0,0
4593,4594,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594,4595,0,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4595,4596,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4596,4597,1,227,3,2,3,2,3,2,1,2,0,0,0,0,0,0,0,0,28080,28080,0,0,2,2,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4597,4598,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,27031,0,0,0,2,3,3,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4598,4599,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4599,4600,1,227,3,3,3,3,3,3,2,2,0,0,728,728,60,290,29,21,1157478,1156585,0,1,3,3,3,3,2,2,2,2,1,0,658,157,20,22,11,19,0,0,0
4600,4601,1,325,3,3,3,3,3,1,2,2,0,0,324,324,275,28,43,27,12718679,12587938,0,0,3,3,1,3,2,2,2,2,2,0,887,250,32,20,13,21,0,0,0
4601,4602,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4602,4603,1,227,3,3,3,3,3,3,2,2,0,0,598,598,47,0,20,0,3242248,0,0,0,3,3,3,3,2,2,2,2,2,0,0,0,0,10,0,0,0,0,0
4603,4604,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4604,4605,1,227,3,3,1,1,1,1,2,2,0,0,0,0,0,0,0,0,29321,82271,0,0,1,1,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
4605,4606,1,227,3,3,3,3,2,3,2,1,0,0,0,0,443,0,4,0,167839,0,0,0,2,2,3,3,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0
4606,4607,0,227,3,3,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
4607,4608,1,227,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4608,4609,1,227,3,3,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4609,4610,0,227,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4610,4611,1,69,3,3,3,3,3,3,2,2,0,0,81,81,0,0,3,2,269380,272795,0,0,3,2,1,1,2,2,1,1,1,0,0,0,1,2,2,0,0,0,0
4611,4612,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4612,4613,1,164,2,2,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4613,4614,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,4615,1,227,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4615,4616,1,227,3,3,3,3,3,3,2,2,0,0,7,7,24,0,3,0,266942,0,0,0,1,1,2,1,2,1,2,2,2,0,0,0,0,3,0,0,0,0,0
4616,4617,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4617,4618,1,227,3,1,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4618,4619,1,227,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,77590,78225,0,0,2,2,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4619,4620,1,227,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4620,4621,1,72,3,3,3,3,3,1,2,2,0,0,96,96,135,67,4,2,741491,626704,0,0,3,3,3,3,2,2,2,1,1,0,0,0,2,2,1,0,0,0,0
4621,4622,1,219,3,3,3,3,3,1,2,2,0,0,0,0,10,0,2,1,179923,218995,0,0,3,3,1,3,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0
4622,4623,1,227,3,3,1,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4623,4624,1,227,3,2,1,2,1,1,2,2,0,0,0,0,0,0,0,0,215000,156000,0,0,1,2,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4624,4625,1,227,1,1,1,1,3,1,2,2,0,0,80,80,80,0,1,0,52227,0,1,0,1,1,3,3,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0
4625,4626,1,332,3,2,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4626,4627,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0
4627,4628,1,227,3,3,3,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4628,4629,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4629,4630,1,336,3,2,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4630,4631,0,227,3,1,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4631,4632,1,227,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4632,4633,1,66,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,145224,154375,0,1,3,3,2,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
4633,4634,1,227,3,3,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4634,4635,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,4636,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4636,4637,1,227,3,3,2,3,3,2,2,2,0,0,0,0,299,0,2,1,47357,42851,0,1,3,3,3,3,2,1,2,2,1,0,0,0,2,2,0,0,0,0,0
4637,4638,1,227,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,0,29120,0,0,0,2,3,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4638,4639,0,227,3,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
4639,4640,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,2,4,263955,453945,0,0,3,3,1,3,2,2,2,1,1,0,0,10,2,0,0,1,0,0,0
4640,4641,1,296,3,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
4641,4642,1,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,4643,0,227,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4643,4644,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,89440,0,0,0,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4644,4645,1,227,3,3,1,3,3,1,2,2,0,0,0,0,0,185,0,2,160566,162190,1,1,1,1,1,3,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0
4645,4646,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4646,4647,1,227,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4647,4648,1,73,3,2,3,3,3,3,2,2,0,0,0,0,0,0,3,2,168943,172812,1,1,3,2,3,3,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0
4648,4649,1,77,3,2,3,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4649,4650,1,74,3,3,3,3,3,3,2,2,0,0,0,0,110,1,3,6,825699,877061,0,0,3,3,1,1,2,2,2,2,1,0,0,0,1,2,1,0,0,0,0
4650,4651,1,227,3,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4651,4652,1,236,3,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,74090,68569,0,0,3,2,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4652,4653,1,79,3,3,3,3,3,3,2,2,0,0,916,916,1102,1147,55,50,1647020,1664827,0,0,3,3,1,3,2,2,2,2,2,0,360,256,19,45,37,14,0,0,0
4653,4654,1,164,3,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4654,4655,1,72,3,3,2,3,1,3,0,2,0,3,563,563,755,1136,120,99,20934634,18107834,0,0,3,2,2,3,2,1,2,2,1,0,0,0,0,40,24,0,0,0,0
4655,4656,1,227,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4656,4657,1,227,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4657,4658,0,227,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4658,4659,1,166,3,1,3,3,3,3,2,2,0,0,0,0,0,0,0,4,137307,230246,0,0,3,3,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
4659,4660,1,227,3,3,1,1,3,1,2,2,0,0,0,0,46,0,2,1,84600,97700,1,0,3,1,2,3,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
4660,4661,1,338,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4661,4662,1,227,3,1,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4662,4663,1,69,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,74586,55918,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4663,4664,1,227,3,3,3,3,3,3,2,2,0,0,119,119,215,0,13,0,574210,0,0,0,3,3,1,3,2,2,2,2,1,0,0,0,0,10,0,0,0,0,0
4664,4665,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,4666,1,227,3,2,2,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4666,4667,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4667,4668,1,227,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4668,4669,1,227,3,3,2,2,1,1,2,2,0,0,227,227,88,271,13,20,2782501,4561541,0,0,3,3,1,3,2,2,2,2,2,0,0,0,0,6,8,0,0,0,0
4669,4670,1,252,3,3,3,3,1,3,2,2,0,0,613,613,35,43,30,25,2670191,2875404,0,0,3,3,3,3,2,2,2,2,1,0,429,235,30,10,8,11,0,0,0
4670,4671,1,227,3,1,1,1,2,1,2,2,0,0,38,38,182,0,4,0,24370,0,1,0,3,1,1,3,2,1,2,2,1,0,0,0,0,4,0,0,0,0,0
4671,4672,1,227,3,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4672,4673,1,166,3,3,3,3,3,3,2,2,0,0,370,370,69,0,7,0,1761575,0,0,0,3,3,1,3,2,2,2,1,1,0,0,0,0,4,0,0,0,0,0
4673,4674,1,227,3,3,2,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4674,4675,1,164,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4675,4676,1,227,3,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4676,4677,1,69,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,35484,42582,1,1,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4677,4678,1,227,3,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4678,4679,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0
4679,4680,1,227,3,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4680,4681,0,68,3,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,5616,5616,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4681,4682,1,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
4682,4683,1,227,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4683,4684,1,164,3,2,2,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4684,4685,1,227,3,1,1,1,3,1,2,2,0,0,0,0,0,0,0,0,8000,8000,0,0,1,1,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4685,4686,0,120,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4686,4687,1,227,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4687,4688,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4688,4689,1,65,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,288320,292579,0,0,3,3,1,3,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1
4689,4690,1,227,2,3,2,2,3,2,2,2,0,0,0,0,0,0,0,0,301768,268058,0,0,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4690,4691,1,227,3,3,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4691,4692,1,276,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,200014,219004,0,0,3,3,3,3,2,2,2,2,2,0,0,180,1,0,0,1,0,0,0
4692,4693,1,227,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4693,4694,1,227,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4694,4695,1,227,3,1,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4695,4696,1,227,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4696,4697,1,138,3,3,1,3,3,1,2,2,0,0,20,20,18,0,3,2,69167,46144,0,1,2,2,1,3,2,1,2,2,1,0,0,0,0,3,2,0,0,0,0
4697,4698,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4698,4699,1,227,3,3,1,3,3,1,2,2,0,0,424,424,33,39,7,4,615294,641779,0,0,3,3,3,3,2,2,2,2,1,1,149,92,6,5,4,5,0,0,0
4699,4700,1,227,3,2,3,3,3,3,2,2,0,0,0,0,44,0,2,1,793867,576137,0,0,2,3,3,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0
4700,4701,1,76,3,3,3,3,3,3,2,2,1,0,239,239,13,0,4,4,906911,1070412,0,0,3,3,3,3,2,2,2,2,1,0,224,0,3,2,3,3,0,0,0
4701,4702,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702,4703,1,210,3,3,2,3,1,3,2,2,0,0,0,0,5,0,1,0,70218,56425,0,0,2,3,1,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0
4703,4704,1,227,3,3,3,3,3,3,2,2,0,0,6,6,0,0,1,0,582073,0,0,0,1,3,3,3,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0
4704,4705,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
4705,4706,1,227,2,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
4706,4707,1,138,3,3,3,3,3,3,2,2,0,0,2,2,1,90,5,5,137776,159450,0,0,3,3,1,3,1,1,1,1,1,0,0,0,0,3,2,0,0,0,0
4707,4708,1,98,3,3,1,3,3,1,2,2,0,0,0,0,0,0,0,0,122970,112693,0,0,1,1,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4708,4709,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4709,4710,1,227,3,3,3,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
4710,4711,1,139,3,3,1,3,3,3,2,2,0,0,2,2,0,0,1,0,330425,337618,0,0,3,1,1,3,2,2,2,2,1,0,25,0,1,1,0,1,0,0,0
4711,4712,1,227,3,3,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4712,4713,1,66,3,3,2,1,1,1,2,2,0,0,0,0,0,232,0,4,76660,84696,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0
4713,4714,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,4715,0,227,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4715,4716,1,227,3,2,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4716,4717,1,227,3,3,3,2,3,3,2,2,0,0,37,37,0,5,5,8,1951816,2660216,0,0,2,3,2,3,2,2,2,2,1,0,3,0,6,3,7,3,0,0,0
4717,4718,1,164,3,2,3,3,3,3,2,2,0,0,0,0,0,0,0,0,57202,0,1,0,3,3,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
4718,4719,1,154,1,1,1,1,3,1,2,2,0,0,1,1,5,0,17,0,1362600,0,0,0,1,1,1,1,2,2,2,2,1,0,0,0,0,6,0,0,0,0,0
4719,4720,1,227,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4720,4721,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4721,4722,0,227,3,3,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4722,4723,1,95,3,3,2,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4723,4724,1,74,3,3,3,3,3,3,2,2,0,0,0,0,225,71,3,8,304267,394070,0,0,3,3,3,3,2,2,2,2,1,0,35,509,11,3,6,7,0,0,0
4724,4725,1,227,3,3,2,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
4725,4726,1,227,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,155993,0,1,0,3,3,3,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0
