contractor_id,trade_id,total
80,515,61.8
80,515,61.8
80,515,61.8
80,515,61.8
4507,464,86.17
4507,464,86.17
4507,464,86.17
4507,464,86.17
4507,464,86.17
4507,464,86.17
4507,71,83.17
4507,71,83.17
4507,71,83.17
4507,71,83.17
13534,760,83.86
4507,71,83.17
4507,71,83.17
4507,71,83.17
4507,71,83.17
4507,440,86.17
4507,440,86.17
2365,760,86.24
2365,760,86.24
4507,440,86.17
4507,440,86.17
4507,440,86.17
4507,440,86.17
4507,440,86.17
4507,440,86.17
5684,980,96
5684,531,96
4507,440,86.17
4507,464,86.17
4507,71,83.17
17578,1111,98
21966,2,55
90,678,65.94
6546,375,
21966,112,55
90,678,65.94
90,678,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,673,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
90,678,65.94
2040,955,
17578,1111,98
17578,1111,98
